timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
10.206,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001,1372.2150000000001
10.207,1372.41,1372.41,1372.41,1372.41,1372.41,1372.41,1372.41,1372.41,1372.41,1372.41,1372.41,1372.41,1372.41,1372.41,1372.41,1372.41
10.209,1372.605,1372.605,1372.605,1372.605,1372.605,1372.605,1372.605,1372.605,1372.605,1372.605,1372.605,1372.605,1372.605,1372.605,1372.605,1372.605
10.21,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8,1372.8
10.211,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001,1372.9950000000001
10.213,1373.19,1373.19,1373.19,1373.19,1373.19,1373.19,1373.19,1373.19,1373.19,1373.19,1373.19,1373.19,1373.19,1373.19,1373.19,1373.19
10.215,1373.385,1373.385,1373.385,1373.385,1373.385,1373.385,1373.385,1373.385,1373.385,1373.385,1373.385,1373.385,1373.385,1373.385,1373.385,1373.385
10.216,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002,1373.5800000000002
10.217,1373.775,1373.775,1373.775,1373.775,1373.775,1373.775,1373.775,1373.775,1373.775,1373.775,1373.775,1373.775,1373.775,1373.775,1373.775,1373.775
10.219,1373.97,1373.97,1373.97,1373.97,1373.97,1373.97,1373.97,1373.97,1373.97,1373.97,1373.97,1373.97,1373.97,1373.97,1373.97,1373.97
10.22,1374.165,1374.165,1374.165,1374.165,1374.165,1374.165,1374.165,1374.165,1374.165,1374.165,1374.165,1374.165,1374.165,1374.165,1374.165,1374.165
10.222,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001,1374.3600000000001
10.223,1374.555,1374.555,1374.555,1374.555,1374.555,1374.555,1374.555,1374.555,1374.555,1374.555,1374.555,1374.555,1374.555,1374.555,1374.555,1374.555
10.224,1374.75,1374.75,1374.75,1374.75,1374.75,1374.75,1374.75,1374.75,1374.75,1374.75,1374.75,1374.75,1374.75,1374.75,1374.75,1374.75
10.226,1374.945,1374.945,1374.945,1374.945,1374.945,1374.945,1374.945,1374.945,1374.945,1374.945,1374.945,1374.945,1374.945,1374.945,1374.945,1374.945
10.227,1375.14,1375.14,1375.14,1375.14,1375.14,1375.14,1375.14,1375.14,1375.14,1375.14,1375.14,1375.14,1375.14,1375.14,1375.14,1375.14
10.229,1375.335,1375.335,1375.335,1375.335,1375.335,1375.335,1375.335,1375.335,1375.335,1375.335,1375.335,1375.335,1375.335,1375.335,1375.335,1375.335
10.23,1375.53,1375.53,1375.53,1375.53,1375.53,1375.53,1375.53,1375.53,1375.53,1375.53,1375.53,1375.53,1375.53,1375.53,1375.53,1375.53
10.232,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001,1375.7250000000001
10.233,1375.92,1375.92,1375.92,1375.92,1375.92,1375.92,1375.92,1375.92,1375.92,1375.92,1375.92,1375.92,1375.92,1375.92,1375.92,1375.92
10.234,1376.115,1376.115,1376.115,1376.115,1376.115,1376.115,1376.115,1376.115,1376.115,1376.115,1376.115,1376.115,1376.115,1376.115,1376.115,1376.115
10.236,1376.31,1376.31,1376.31,1376.31,1376.31,1376.31,1376.31,1376.31,1376.31,1376.31,1376.31,1376.31,1376.31,1376.31,1376.31,1376.31
10.237,1376.505,1376.505,1376.505,1376.505,1376.505,1376.505,1376.505,1376.505,1376.505,1376.505,1376.505,1376.505,1376.505,1376.505,1376.505,1376.505
10.239,1376.7,1376.7,1376.7,1376.7,1376.7,1376.7,1376.7,1376.7,1376.7,1376.7,1376.7,1376.7,1376.7,1376.7,1376.7,1376.7
10.24,1376.895,1376.895,1376.895,1376.895,1376.895,1376.895,1376.895,1376.895,1376.895,1376.895,1376.895,1376.895,1376.895,1376.895,1376.895,1376.895
